 lilj_1sub                 SWAT+ Nov 30 2021    MODULAR Rev 2020.60.5.4                                   
   jday   mon   day    yr   unit  gis_id  name                     lai       bioms       yield     residue     sol_tmp       strsw       strsa     strstmp       strsn       strsp        nplt       percn       pplnt         tmx         tmn       tmpav     solarad      wndspd        rhum     phubas0     lai_max      bm_max     bm_grow       c_gro
                                                             m**2/m**2        kgha        kgha        kgha        degc         ---         ---         ---         ---         ---        kgha        kgha        kgha        degc        degc        degc      mj/m^2         m/s        frac        degc   m**2/m**2       kg/ha       kg/ha       kg/ha
   366    12    31  2012      35      35  hru35                  0.698   73160.508       0.000    1879.150      19.371       0.000     239.825      72.431     198.252       0.257       0.051       1.229       0.000      24.905      13.630      19.267      17.186       0.000       0.000       0.479       0.000       0.000       0.000       0.000
   366    12    31  2012      36      36  hru36                  0.698   81691.359       0.000    2306.927      19.244       0.000      97.232      72.431     239.102       0.116       0.038       1.806       0.000      24.905      13.630      19.267      17.186       0.000       0.000       0.479       0.000       0.000       0.000       0.000
   366    12    31  2012      37      37  hru37                  0.698   65608.672       0.000    1695.995      19.036       2.307      38.981      72.431     252.140       0.039       0.009       0.932       0.000      24.905      13.630      19.267      17.186       0.000       0.000       0.479       0.000       0.000       0.000       0.000
   366    12    31  2012      38      38  hru38                  1.030    3119.147    4015.572    1492.079      18.708      31.302       0.230      18.282       4.219       0.016       0.532      37.148       0.000      24.905      13.630      19.267      17.186       0.000       0.000       0.479       0.000       0.000       0.000       0.000
   366    12    31  2012      39      39  hru39                  1.088    3447.418    4515.621    1631.917      18.861      19.509       2.394      18.282       4.693       0.275       0.566      37.613       0.000      24.905      13.630      19.267      17.186       0.000       0.000       0.479       0.000       0.000       0.000       0.000
   366    12    31  2012      40      40  hru40                  3.221    1256.157     972.408      71.932      18.474      62.259       5.307      78.692     269.105      96.150       0.013       0.118       0.000      24.905      13.630      19.267      17.186       0.000       0.000       0.479       0.000       0.000       0.000       0.000
   366    12    31  2012      41      41  hru41                  3.222    1566.643    1306.229      81.408      18.744      59.812      14.194      78.692     267.680     153.046       0.027       0.019       0.000      24.905      13.630      19.267      17.186       0.000       0.000       0.479       0.000       0.000       0.000       0.000
   366    12    31  2012      42      42  hru42                  3.229    1244.630     968.486      64.317      18.636      58.745       7.808      78.692     269.189     186.922       0.013       0.021       0.000      24.905      13.630      19.267      17.186       0.000       0.000       0.479       0.000       0.000       0.000       0.000
   366    12    31  2012      43      43  hru43                  0.000       0.000       0.000       0.000      18.950       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      24.905      13.630      19.267      17.186       0.000       0.000       0.479       0.000       0.000       0.000       0.000
   366    12    31  2012      44      44  hru44                  0.000       0.000       0.000       0.000      19.007       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      24.905      13.630      19.267      17.186       0.000       0.000       0.479       0.000       0.000       0.000       0.000
   366    12    31  2012      45      45  hru45                  0.000       0.000       0.000       0.000      18.917       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      24.905      13.630      19.267      17.186       0.000       0.000       0.479       0.000       0.000       0.000       0.000
   366    12    31  2012      46      46  hru46                  3.235   96118.375       0.000    4196.260      19.003      16.970      78.779      72.431     217.909       0.802       0.071       0.273       0.000      24.905      13.630      19.267      17.186       0.000       0.000       0.479       0.000       0.000       0.000       0.000
   366    12    31  2012      47      47  hru47                  3.235   91064.539       0.000    2765.760      18.524      36.692      33.392      72.431     236.143       0.198       0.025       1.168       0.000      24.905      13.630      19.267      17.186       0.000       0.000       0.479       0.000       0.000       0.000       0.000
   366    12    31  2012      48      48  hru48                  3.235   93857.203       0.000    3710.008      18.837      23.250      71.701      72.431     223.145       0.498       0.058       0.669       0.000      24.905      13.630      19.267      17.186       0.000       0.000       0.479       0.000       0.000       0.000       0.000
   366    12    31  2012      49      49  hru49                  5.000  115198.609       0.000    7916.655      18.602      59.420       5.804      75.564      62.450       1.100       0.133       8.869       0.000      24.905      13.630      19.267      17.186       0.000       0.000       0.479       0.000       0.000       0.000       0.000
