 lilj_1sub                 SWAT+ Nov 30 2021    MODULAR Rev 2020.60.5.4                                   
   jday   mon   day    yr   unit  gis_id  name                 sedyld     sedorgn     sedorgp     surqno3     lat3no3    surqsolp        usle      sedmin     tileno3     lchlabp    tilelabp      satexn
                                                                  tha        kgha        kgha        kgha        kgha        kgha        tons        kgha        kgha        kgha        kgha        kgha
   366    12    31  2004       1       1  hru01                  0.000       0.000       0.000       0.023       0.000       0.085       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004       2       2  hru02                  0.000       0.000       0.000       0.117       0.000       0.188       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004       3       3  hru03                  0.002       0.000       0.000       0.650       0.000       0.698       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004       4       4  hru04                  0.001       0.000       0.000       0.358       0.000       0.418       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004       5       5  hru05                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004       6       6  hru06                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004       7       7  hru07                  0.000       0.000       0.000       0.015       0.000       0.102       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004       8       8  hru08                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004       9       9  hru09                  0.000       0.000       0.000       0.004       0.000       0.041       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      10      10  hru10                  0.000       0.000       0.000       0.019       0.000       0.204       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      11      11  hru11                  0.000       0.000       0.000       0.006       0.000       0.208       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      12      12  hru12                  0.004       0.000       0.000       0.014       0.000       0.467       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      13      13  hru13                  0.001       0.000       0.000       0.009       0.000       0.174       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      14      14  hru14                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      15      15  hru15                  0.000       0.000       0.000       0.013       0.000       0.100       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      16      16  hru16                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      17      17  hru17                  0.000       0.000       0.000       0.004       0.000       0.039       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      18      18  hru18                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      19      19  hru19                  0.000       0.000       0.000       0.023       0.000       0.167       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      20      20  hru20                  0.000       0.000       0.000       0.000       0.000       0.006       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      21      21  hru21                  0.000       0.000       0.000       0.009       0.000       0.075       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      22      22  hru22                  0.000       0.000       0.000       0.000       0.000       0.005       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      23      23  hru23                  0.000       0.000       0.000       0.000       0.000       0.005       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      24      24  hru24                  0.604       0.300       0.100       0.060       0.000       0.035       0.000       0.003       0.000       0.000       0.000       0.000
   366    12    31  2004      25      25  hru25                  0.773       0.428       0.134       0.184       0.000       0.045       0.000       0.016       0.000       0.000       0.000       0.000
   366    12    31  2004      26      26  hru26                  0.893       0.633       0.164       0.022       0.000       0.047       0.000       0.061       0.000       0.000       0.000       0.000
   366    12    31  2004      27      27  hru27                  0.823       0.419       0.137       0.102       0.000       0.047       0.000       0.031       0.000       0.000       0.000       0.000
   366    12    31  2004      28      28  hru28                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       1.844       0.000       0.000
   366    12    31  2004      29      29  hru29                  0.000       0.000       0.000       0.001       0.000       0.037       0.000       0.000       0.000       1.328       0.000       0.000
   366    12    31  2004      30      30  hru30                  0.000       0.000       0.000       0.007       0.000       0.128       0.000       0.000       0.000       0.496       0.000       0.000
   366    12    31  2004      31      31  hru31                  0.000       0.000       0.000       0.000       0.000       0.002       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      32      32  hru32                  0.000       0.000       0.000       0.001       0.000       0.076       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      33      33  hru33                  0.000       0.000       0.000       0.005       0.000       0.848       0.000       0.000       0.000       0.017       0.000       0.000
   366    12    31  2004      34      34  hru34                  0.000       0.000       0.000       0.000       0.000       0.071       0.000       0.000       0.000       2.110       0.000       0.000
   366    12    31  2004      35      35  hru35                  0.001       0.000       0.000       0.001       0.000       0.255       0.000       0.000       0.000       0.472       0.000       0.000
   366    12    31  2004      36      36  hru36                  0.000       0.000       0.000       0.000       0.000       0.063       0.000       0.000       0.000       1.974       0.000       0.000
   366    12    31  2004      37      37  hru37                  0.000       0.000       0.000       0.000       0.000       0.079       0.000       0.000       0.000       1.345       0.000       0.000
   366    12    31  2004      38      38  hru38                  0.000       0.000       0.000       0.023       0.000       0.210       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      39      39  hru39                  0.000       0.000       0.000       0.026       0.000       0.180       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      40      40  hru40                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      41      41  hru41                  0.000       0.000       0.000       0.001       0.000       0.008       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      42      42  hru42                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2004      43      43  hru43                  3.271       0.728       0.117       2.098       0.000       0.111       0.000       0.010       0.000       0.000       0.000       0.000
   366    12    31  2004      44      44  hru44                  5.055       1.389       0.203       2.974       0.000       0.104       0.000       0.067       0.000       0.000       0.000       0.000
   366    12    31  2004      45      45  hru45                 11.289      38.301       4.726       0.954       0.000       0.062       0.000       0.325       0.000       0.000       0.000       0.000
   366    12    31  2004      46      46  hru46                  0.000       0.000       0.000       0.001       0.000       0.078       0.000       0.000       0.000       0.027       0.000       0.000
   366    12    31  2004      47      47  hru47                  0.000       0.000       0.000       0.000       0.000       0.002       0.000       0.000       0.000       0.074       0.000       0.000
   366    12    31  2004      48      48  hru48                  0.000       0.000       0.000       0.000       0.000       0.038       0.000       0.000       0.000       0.156       0.000       0.000
   366    12    31  2004      49      49  hru49                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005       1       1  hru01                  0.001       0.000       0.000       0.006       0.000       0.511       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005       2       2  hru02                  0.008       0.000       0.000       0.055       0.000       0.678       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005       3       3  hru03                  0.015       0.001       0.000       0.659       0.000       1.704       0.000       0.000       0.000       0.036       0.000       0.000
   365    12    31  2005       4       4  hru04                  0.006       0.001       0.000       0.358       0.000       1.151       0.000       0.000       0.000       0.376       0.000       0.000
   365    12    31  2005       5       5  hru05                  0.000       0.000       0.000       0.000       0.000       0.058       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005       6       6  hru06                  0.000       0.000       0.000       0.000       0.000       0.057       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005       7       7  hru07                  0.000       0.000       0.000       0.016       0.000       0.403       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005       8       8  hru08                  0.000       0.000       0.000       0.001       0.000       0.050       0.000       0.000       0.000       0.018       0.000       0.000
   365    12    31  2005       9       9  hru09                  0.000       0.000       0.000       0.007       0.000       0.251       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005      10      10  hru10                  0.013       0.000       0.000       0.179       0.000       0.681       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005      11      11  hru11                  0.012       0.000       0.000       0.057       0.000       0.695       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005      12      12  hru12                  0.071       0.013       0.001       0.049       0.000       1.204       0.000       0.001       0.000       0.000       0.000       0.000
   365    12    31  2005      13      13  hru13                  0.017       0.002       0.000       0.139       0.000       0.607       0.000       0.000       0.000       0.570       0.000       0.000
   365    12    31  2005      14      14  hru14                  0.000       0.000       0.000       0.000       0.000       0.058       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005      15      15  hru15                  0.000       0.000       0.000       0.016       0.000       0.404       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005      16      16  hru16                  0.000       0.000       0.000       0.002       0.000       0.051       0.000       0.000       0.000       0.016       0.000       0.000
   365    12    31  2005      17      17  hru17                  0.001       0.000       0.000       0.008       0.000       0.248       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005      18      18  hru18                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.251       0.000       0.000
   365    12    31  2005      19      19  hru19                  0.000       0.000       0.000       0.030       0.000       0.566       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005      20      20  hru20                  0.000       0.000       0.000       0.000       0.000       0.132       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005      21      21  hru21                  0.000       0.000       0.000       0.012       0.000       0.348       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005      22      22  hru22                  0.000       0.000       0.000       0.003       0.000       0.115       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005      23      23  hru23                  0.000       0.000       0.000       0.001       0.000       0.117       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005      24      24  hru24                  0.741       0.346       0.115       0.075       0.000       0.041       0.000       0.004       0.000       0.000       0.000       0.000
   365    12    31  2005      25      25  hru25                  0.857       0.475       0.145       0.227       0.000       0.048       0.000       0.023       0.000       0.000       0.000       0.000
   365    12    31  2005      26      26  hru26                  0.996       0.749       0.182       0.022       0.000       0.050       0.000       0.091       0.000       0.000       0.000       0.000
   365    12    31  2005      27      27  hru27                  0.894       0.446       0.145       0.117       0.000       0.050       0.000       0.046       0.000       0.000       0.000       0.000
   365    12    31  2005      28      28  hru28                  0.000       0.000       0.000       0.000       0.000       0.028       0.000       0.000       0.000       3.842       0.000       0.000
   365    12    31  2005      29      29  hru29                  0.001       0.000       0.000       0.026       0.000       0.941       0.000       0.000       0.000       2.623       0.000       0.000
   365    12    31  2005      30      30  hru30                  0.001       0.000       0.000       0.048       0.000       1.548       0.000       0.000       0.000       1.211       0.000       0.000
   365    12    31  2005      31      31  hru31                  0.000       0.000       0.000       0.000       0.000       0.020       0.000       0.000       0.000       0.758       0.000       0.000
   365    12    31  2005      32      32  hru32                  0.000       0.000       0.000       0.001       0.000       0.078       0.000       0.000       0.000       0.118       0.000       0.000
   365    12    31  2005      33      33  hru33                  0.000       0.000       0.000       0.003       0.000       1.004       0.000       0.000       0.000       0.026       0.000       0.000
   365    12    31  2005      34      34  hru34                  0.001       0.000       0.000       0.000       0.000       0.143       0.000       0.000       0.000       4.311       0.000       0.000
   365    12    31  2005      35      35  hru35                  0.006       0.000       0.000       0.028       0.000       1.010       0.000       0.000       0.000       1.258       0.000       0.000
   365    12    31  2005      36      36  hru36                  0.001       0.000       0.000       0.000       0.000       0.127       0.000       0.000       0.000       3.502       0.000       0.000
   365    12    31  2005      37      37  hru37                  0.001       0.000       0.000       0.000       0.000       0.171       0.000       0.000       0.000       2.628       0.000       0.000
   365    12    31  2005      38      38  hru38                  0.001       0.000       0.000       0.008       0.000       0.229       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005      39      39  hru39                  0.001       0.000       0.000       0.008       0.000       0.208       0.000       0.000       0.000       0.630       0.000       0.000
   365    12    31  2005      40      40  hru40                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005      41      41  hru41                  0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005      42      42  hru42                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2005      43      43  hru43                  4.698       1.024       0.158       3.361       0.000       0.128       0.000       0.014       0.000       0.000       0.000       0.000
   365    12    31  2005      44      44  hru44                  7.251       1.843       0.263       4.370       0.000       0.108       0.000       0.095       0.000       0.000       0.000       0.000
   365    12    31  2005      45      45  hru45                 16.375      37.376       4.615       1.388       0.000       0.035       0.000       0.214       0.000       0.000       0.000       0.000
   365    12    31  2005      46      46  hru46                  0.000       0.000       0.000       0.001       0.000       0.081       0.000       0.000       0.000       0.219       0.000       0.000
   365    12    31  2005      47      47  hru47                  0.000       0.000       0.000       0.000       0.000       0.019       0.000       0.000       0.000       1.427       0.000       0.000
   365    12    31  2005      48      48  hru48                  0.000       0.000       0.000       0.000       0.000       0.057       0.000       0.000       0.000       0.846       0.000       0.000
   365    12    31  2005      49      49  hru49                  0.000       0.000       0.000       0.000       0.000       0.058       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2006       1       1  hru01                  0.001       0.000       0.000       0.080       0.000       0.298       0.000       0.000       0.000       0.792       0.000       0.000
   365    12    31  2006       2       2  hru02                  0.002       0.000       0.000       0.104       0.000       0.305       0.000       0.000       0.000       0.568       0.000       0.000
   365    12    31  2006       3       3  hru03                  0.010       0.002       0.000       1.308       0.000       1.447       0.000       0.000       0.000       0.128       0.000       0.000
   365    12    31  2006       4       4  hru04                  0.003       0.000       0.000       0.611       0.000       0.810       0.000       0.000       0.000       0.573       0.000       0.000
   365    12    31  2006       5       5  hru05                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.406       0.000       0.000
   365    12    31  2006       6       6  hru06                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.474       0.000       0.000
   365    12    31  2006       7       7  hru07                  0.000       0.000       0.000       0.062       0.000       0.266       0.000       0.000       0.000       0.057       0.000       0.000
   365    12    31  2006       8       8  hru08                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.454       0.000       0.000
   365    12    31  2006       9       9  hru09                  0.000       0.000       0.000       0.025       0.000       0.094       0.000       0.000       0.000       0.112       0.000       0.000
   365    12    31  2006      10      10  hru10                  0.001       0.000       0.000       0.200       0.000       0.166       0.000       0.000       0.000       0.621       0.000       0.000
   365    12    31  2006      11      11  hru11                  0.001       0.000       0.000       0.251       0.000       0.173       0.000       0.000       0.000       0.561       0.000       0.000
   365    12    31  2006      12      12  hru12                  0.010       0.001       0.000       0.671       0.000       0.470       0.000       0.000       0.000       0.238       0.000       0.000
   365    12    31  2006      13      13  hru13                  0.001       0.000       0.000       0.262       0.000       0.153       0.000       0.000       0.000       0.886       0.000       0.000
   365    12    31  2006      14      14  hru14                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.406       0.000       0.000
   365    12    31  2006      15      15  hru15                  0.000       0.000       0.000       0.065       0.000       0.260       0.000       0.000       0.000       0.056       0.000       0.000
   365    12    31  2006      16      16  hru16                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.452       0.000       0.000
   365    12    31  2006      17      17  hru17                  0.000       0.000       0.000       0.026       0.000       0.091       0.000       0.000       0.000       0.112       0.000       0.000
   365    12    31  2006      18      18  hru18                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.646       0.000       0.000
   365    12    31  2006      19      19  hru19                  0.000       0.000       0.000       0.128       0.000       0.473       0.000       0.000       0.000       0.052       0.000       0.000
   365    12    31  2006      20      20  hru20                  0.000       0.000       0.000       0.002       0.000       0.013       0.000       0.000       0.000       0.406       0.000       0.000
   365    12    31  2006      21      21  hru21                  0.000       0.000       0.000       0.046       0.000       0.191       0.000       0.000       0.000       0.106       0.000       0.000
   365    12    31  2006      22      22  hru22                  0.000       0.000       0.000       0.005       0.000       0.012       0.000       0.000       0.000       0.453       0.000       0.000
   365    12    31  2006      23      23  hru23                  0.000       0.000       0.000       0.004       0.000       0.012       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2006      24      24  hru24                  0.760       0.346       0.115       0.062       0.000       0.040       0.000       0.004       0.000       0.000       0.000       0.000
   365    12    31  2006      25      25  hru25                  0.942       0.487       0.151       0.187       0.000       0.050       0.000       0.020       0.000       0.000       0.000       0.000
   365    12    31  2006      26      26  hru26                  1.100       0.733       0.185       0.021       0.000       0.052       0.000       0.085       0.000       0.000       0.000       0.000
   365    12    31  2006      27      27  hru27                  0.994       0.465       0.152       0.089       0.000       0.052       0.000       0.042       0.000       0.000       0.000       0.000
   365    12    31  2006      28      28  hru28                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       2.937       0.000       0.000
   365    12    31  2006      29      29  hru29                  0.002       0.000       0.000       0.016       0.000       0.906       0.000       0.000       0.000       2.489       0.000       0.000
   365    12    31  2006      30      30  hru30                  0.001       0.000       0.000       0.025       0.000       1.090       0.000       0.000       0.000       1.328       0.000       0.000
   365    12    31  2006      31      31  hru31                  0.000       0.000       0.000       0.000       0.000       0.001       0.000       0.000       0.000       1.172       0.000       0.000
   365    12    31  2006      32      32  hru32                  0.000       0.000       0.000       0.005       0.000       0.023       0.000       0.000       0.000       0.155       0.000       0.000
   365    12    31  2006      33      33  hru33                  0.000       0.000       0.000       0.009       0.000       0.523       0.000       0.000       0.000       0.028       0.000       0.000
   365    12    31  2006      34      34  hru34                  0.000       0.000       0.000       0.001       0.000       0.046       0.000       0.000       0.000       3.884       0.000       0.000
   365    12    31  2006      35      35  hru35                  0.005       0.000       0.000       0.102       0.000       0.604       0.000       0.000       0.000       1.450       0.000       0.000
   365    12    31  2006      36      36  hru36                  0.000       0.000       0.000       0.002       0.000       0.039       0.000       0.000       0.000       3.021       0.000       0.000
   365    12    31  2006      37      37  hru37                  0.000       0.000       0.000       0.001       0.000       0.057       0.000       0.000       0.000       2.393       0.000       0.000
   365    12    31  2006      38      38  hru38                  0.001       0.000       0.000       0.085       0.000       0.285       0.000       0.000       0.000       0.546       0.000       0.000
   365    12    31  2006      39      39  hru39                  0.000       0.000       0.000       0.056       0.000       0.244       0.000       0.000       0.000       1.162       0.000       0.000
   365    12    31  2006      40      40  hru40                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.377       0.000       0.000
   365    12    31  2006      41      41  hru41                  0.006       0.006       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.053       0.000       0.000
   365    12    31  2006      42      42  hru42                  0.001       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2006      43      43  hru43                  4.766       0.965       0.151       2.003       0.000       0.104       0.000       0.013       0.000       0.000       0.000       0.000
   365    12    31  2006      44      44  hru44                  7.347       1.616       0.235       2.476       0.000       0.079       0.000       0.086       0.000       0.000       0.000       0.000
   365    12    31  2006      45      45  hru45                 16.493      24.969       3.094       0.958       0.000       0.030       0.000       0.143       0.000       0.000       0.000       0.000
   365    12    31  2006      46      46  hru46                  0.000       0.000       0.000       0.005       0.000       0.014       0.000       0.000       0.000       0.249       0.000       0.000
   365    12    31  2006      47      47  hru47                  0.000       0.000       0.000       0.000       0.000       0.001       0.000       0.000       0.000       1.583       0.000       0.000
   365    12    31  2006      48      48  hru48                  0.000       0.000       0.000       0.002       0.000       0.012       0.000       0.000       0.000       0.775       0.000       0.000
   365    12    31  2006      49      49  hru49                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.405       0.000       0.000
   365    12    31  2007       1       1  hru01                  0.003       0.000       0.000       0.064       0.000       0.154       0.000       0.000       0.000       0.626       0.000       0.000
   365    12    31  2007       2       2  hru02                  0.002       0.000       0.000       0.030       0.000       0.084       0.000       0.000       0.000       0.599       0.000       0.000
   365    12    31  2007       3       3  hru03                  0.006       0.001       0.000       0.571       0.000       0.573       0.000       0.000       0.000       0.179       0.000       0.000
   365    12    31  2007       4       4  hru04                  0.002       0.000       0.000       0.236       0.000       0.284       0.000       0.000       0.000       0.712       0.000       0.000
   365    12    31  2007       5       5  hru05                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.447       0.000       0.000
   365    12    31  2007       6       6  hru06                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.436       0.000       0.000
   365    12    31  2007       7       7  hru07                  0.000       0.000       0.000       0.033       0.000       0.187       0.000       0.000       0.000       0.048       0.000       0.000
   365    12    31  2007       8       8  hru08                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.447       0.000       0.000
   365    12    31  2007       9       9  hru09                  0.000       0.000       0.000       0.002       0.000       0.053       0.000       0.000       0.000       0.107       0.000       0.000
   365    12    31  2007      10      10  hru10                  0.000       0.000       0.000       0.012       0.000       0.131       0.000       0.000       0.000       0.528       0.000       0.000
   365    12    31  2007      11      11  hru11                  0.000       0.000       0.000       0.011       0.000       0.136       0.000       0.000       0.000       0.590       0.000       0.000
   365    12    31  2007      12      12  hru12                  0.004       0.000       0.000       0.128       0.000       0.424       0.000       0.000       0.000       0.185       0.000       0.000
   365    12    31  2007      13      13  hru13                  0.000       0.000       0.000       0.015       0.000       0.104       0.000       0.000       0.000       0.834       0.000       0.000
   365    12    31  2007      14      14  hru14                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.448       0.000       0.000
   365    12    31  2007      15      15  hru15                  0.000       0.000       0.000       0.031       0.000       0.166       0.000       0.000       0.000       0.048       0.000       0.000
   365    12    31  2007      16      16  hru16                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.446       0.000       0.000
   365    12    31  2007      17      17  hru17                  0.000       0.000       0.000       0.002       0.000       0.047       0.000       0.000       0.000       0.107       0.000       0.000
   365    12    31  2007      18      18  hru18                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.608       0.000       0.000
   365    12    31  2007      19      19  hru19                  0.000       0.000       0.000       0.103       0.000       0.345       0.000       0.000       0.000       0.039       0.000       0.000
   365    12    31  2007      20      20  hru20                  0.000       0.000       0.000       0.000       0.000       0.002       0.000       0.000       0.000       0.441       0.000       0.000
   365    12    31  2007      21      21  hru21                  0.000       0.000       0.000       0.013       0.000       0.115       0.000       0.000       0.000       0.093       0.000       0.000
   365    12    31  2007      22      22  hru22                  0.000       0.000       0.000       0.000       0.000       0.001       0.000       0.000       0.000       0.441       0.000       0.000
   365    12    31  2007      23      23  hru23                  0.000       0.000       0.000       0.000       0.000       0.002       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2007      24      24  hru24                  0.663       0.306       0.101       0.051       0.000       0.035       0.000       0.004       0.000       0.000       0.000       0.000
   365    12    31  2007      25      25  hru25                  0.767       0.408       0.126       0.173       0.000       0.041       0.000       0.018       0.000       0.000       0.000       0.000
   365    12    31  2007      26      26  hru26                  0.882       0.615       0.153       0.018       0.000       0.042       0.000       0.076       0.000       0.000       0.000       0.000
   365    12    31  2007      27      27  hru27                  0.788       0.382       0.125       0.077       0.000       0.042       0.000       0.037       0.000       0.000       0.000       0.000
   365    12    31  2007      28      28  hru28                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       2.399       0.000       0.000
   365    12    31  2007      29      29  hru29                  0.002       0.000       0.000       0.176       0.000       0.639       0.000       0.000       0.000       2.633       0.000       0.000
   365    12    31  2007      30      30  hru30                  0.001       0.000       0.000       0.102       0.000       0.728       0.000       0.000       0.000       1.578       0.000       0.000
   365    12    31  2007      31      31  hru31                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       1.381       0.000       0.000
   365    12    31  2007      32      32  hru32                  0.000       0.000       0.000       0.002       0.000       0.006       0.000       0.000       0.000       0.183       0.000       0.000
   365    12    31  2007      33      33  hru33                  0.000       0.000       0.000       0.012       0.000       0.467       0.000       0.000       0.000       0.029       0.000       0.000
   365    12    31  2007      34      34  hru34                  0.000       0.000       0.000       0.000       0.000       0.015       0.000       0.000       0.000       3.745       0.000       0.000
   365    12    31  2007      35      35  hru35                  0.004       0.000       0.000       0.043       0.000       0.376       0.000       0.000       0.000       1.717       0.000       0.000
   365    12    31  2007      36      36  hru36                  0.000       0.000       0.000       0.000       0.000       0.012       0.000       0.000       0.000       3.017       0.000       0.000
   365    12    31  2007      37      37  hru37                  0.000       0.000       0.000       0.000       0.000       0.020       0.000       0.000       0.000       2.360       0.000       0.000
   365    12    31  2007      38      38  hru38                  0.001       0.000       0.000       0.057       0.000       0.152       0.000       0.000       0.000       0.726       0.000       0.000
   365    12    31  2007      39      39  hru39                  0.001       0.000       0.000       0.042       0.000       0.132       0.000       0.000       0.000       1.339       0.000       0.000
   365    12    31  2007      40      40  hru40                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.386       0.000       0.000
   365    12    31  2007      41      41  hru41                  0.010       0.008       0.001       0.000       0.000       0.001       0.000       0.000       0.000       0.036       0.000       0.000
   365    12    31  2007      42      42  hru42                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   365    12    31  2007      43      43  hru43                  4.187       0.870       0.135       1.926       0.000       0.089       0.000       0.012       0.000       0.000       0.000       0.000
   365    12    31  2007      44      44  hru44                  6.447       1.385       0.201       2.309       0.000       0.061       0.000       0.077       0.000       0.000       0.000       0.000
   365    12    31  2007      45      45  hru45                 14.535      19.670       2.441       0.999       0.000       0.027       0.000       0.145       0.000       0.000       0.000       0.000
   365    12    31  2007      46      46  hru46                  0.000       0.000       0.000       0.003       0.000       0.005       0.000       0.000       0.000       0.327       0.000       0.000
   365    12    31  2007      47      47  hru47                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       1.748       0.000       0.000
   365    12    31  2007      48      48  hru48                  0.000       0.000       0.000       0.000       0.000       0.003       0.000       0.000       0.000       0.866       0.000       0.000
   365    12    31  2007      49      49  hru49                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.447       0.000       0.000
   366    12    31  2008       1       1  hru01                  0.001       0.000       0.000       0.195       0.000       0.177       0.000       0.000       0.000       0.787       0.000       0.000
   366    12    31  2008       2       2  hru02                  0.000       0.000       0.000       0.047       0.000       0.343       0.000       0.000       0.000       1.216       0.000       0.000
   366    12    31  2008       3       3  hru03                  0.003       0.000       0.000       1.548       0.000       1.328       0.000       0.000       0.000       0.190       0.000       0.000
   366    12    31  2008       4       4  hru04                  0.001       0.000       0.000       0.534       0.000       0.743       0.000       0.000       0.000       0.787       0.000       0.000
   366    12    31  2008       5       5  hru05                  0.000       0.000       0.000       0.000       0.000       0.001       0.000       0.000       0.000       0.621       0.000       0.000
   366    12    31  2008       6       6  hru06                  0.000       0.000       0.000       0.000       0.000       0.001       0.000       0.000       0.000       0.600       0.000       0.000
   366    12    31  2008       7       7  hru07                  0.000       0.000       0.000       0.089       0.000       0.618       0.000       0.000       0.000       0.068       0.000       0.000
   366    12    31  2008       8       8  hru08                  0.000       0.000       0.000       0.000       0.000       0.001       0.000       0.000       0.000       0.612       0.000       0.000
   366    12    31  2008       9       9  hru09                  0.000       0.000       0.000       0.027       0.000       0.263       0.000       0.000       0.000       0.138       0.000       0.000
   366    12    31  2008      10      10  hru10                  0.001       0.000       0.000       0.034       0.000       0.344       0.000       0.000       0.000       0.695       0.000       0.000
