 Prueba3                   SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
  jday   mon   day    yr    unit  gis_id  name                  precip     snofall      snomlt    surq_gen        latq    wateryld        perc          et     ecanopy      eplant       esoil   surq_cont          cn     sw_init    sw_final      sw_ave      sw_300    sno_init   sno_final     snopack         pet       qtile         irr  surq_runon  latq_runon    overbank    surq_cha    surq_res     surq_ls    latq_cha    latq_res     latq_ls     gwsoilq       satex  satex_chan   sw_change     lagsurf     laglatq    lagsatex    wet_evap    wet_oflo    wet_stor
                                                                  mm            mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm         ---          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm
     67     3     8  1982     35       0  rtu0350             3113.609       0.000       0.000    2430.360      69.993    2500.352     188.790      34.961       0.000       0.000      34.961    2430.394      79.914     276.203     348.339     295.396      94.922       0.000       0.000       0.000      35.178       0.000       0.000       0.000       0.000       0.000    2430.394       0.000       0.000      69.993       0.000       0.000       0.000       0.000       0.000     381.588       2.630     772.523       0.000       0.000       0.000       0.000
     67     3     8  1982     36       0  rtu0360             3113.609       0.000       0.000    2436.576      71.180    2507.757     189.040      33.226       0.000       0.000      33.226    2436.676      80.094     277.337     348.339     295.712      95.229       0.000       0.000       0.000      33.432       0.000       0.000       0.000       0.000       0.000    2436.676       0.000       0.000      71.180       0.000       0.000       0.000       0.000       0.000     375.590       7.596     785.630       0.000       0.000       0.000       0.000
     67     3     8  1982     37       0  rtu0370             3113.609       0.000       0.000    2488.029      55.050    2543.079     190.527      32.894       0.000       0.000      32.894    2488.199      81.466     283.812     348.339     297.667      97.136       0.000       0.000       0.000      33.098       0.000       0.000       0.000       0.000       0.000    2488.199       0.000       0.000      55.050       0.000       0.000       0.000       0.000       0.000     341.339      13.031     607.599       0.000       0.000       0.000       0.000
     67     3     8  1982     38       0  rtu0380             3113.609       0.000       0.000    2475.325      59.410    2534.735     190.164      32.786       0.000       0.000      32.786    2475.338      81.112     282.226     348.339     297.185      96.666       0.000       0.000       0.000      32.989       0.000       0.000       0.000       0.000       0.000    2475.338       0.000       0.000      59.410       0.000       0.000       0.000       0.000       0.000     349.730       1.025     655.721       0.000       0.000       0.000       0.000
     67     3     8  1982     39       0  rtu0390             3113.609       0.000       0.000    2456.680      63.286    2519.966     189.590      33.961       0.000       0.000      33.961    2456.747      80.573     279.677     348.339     296.433      95.932       0.000       0.000       0.000      34.172       0.000       0.000       0.000       0.000       0.000    2456.747       0.000       0.000      63.286       0.000       0.000       0.000       0.000       0.000     363.213       5.048     698.493       0.000       0.000       0.000       0.000
     67     3     8  1982     40       0  rtu0400             3113.609       0.000       0.000    2666.064      63.669    2729.733     131.170      35.099       0.000       0.000      35.099    2666.098      85.251     255.567     296.205     257.716     112.568       0.000       0.000       0.000      35.243       0.000       0.000       0.000       0.000       0.000    2666.098       0.000       0.000      63.669       0.000       0.000       0.000       0.000       0.000     214.966       2.741     467.456       0.000       0.000       0.000       0.000
     67     3     8  1982     41       0  rtu0410             3113.609       0.000       0.000    2440.959      68.771    2509.730     189.143      33.765       0.000       0.000      33.765    2440.962      80.180     277.755     348.339     295.847      95.361       0.000       0.000       0.000      33.975       0.000       0.000       0.000       0.000       0.000    2440.962       0.000       0.000      68.771       0.000       0.000       0.000       0.000       0.000     373.379       0.220     759.034       0.000       0.000       0.000       0.000
     67     3     8  1982     42       0  rtu0420             3113.609       0.000       0.000    2441.897      69.035    2510.932     189.181      33.459       0.000       0.000      33.459    2441.899      80.211     277.933     348.339     295.896      95.409       0.000       0.000       0.000      33.666       0.000       0.000       0.000       0.000       0.000    2441.899       0.000       0.000      69.035       0.000       0.000       0.000       0.000       0.000     372.435       0.127     761.948       0.000       0.000       0.000       0.000
     67     3     8  1982     43       0  rtu0430             3113.609       0.000       0.000    2474.704      68.421    2543.125     178.922      34.654       0.000       0.000      34.654    2474.713      80.969     273.001     339.208     289.025      98.238       0.000       0.000       0.000      34.858       0.000       0.000       0.000       0.000       0.000    2474.713       0.000       0.000      68.421       0.000       0.000       0.000       0.000       0.000     350.224       0.654     705.529       0.000       0.000       0.000       0.000
     67     3     8  1982     44       0  rtu0440             3113.609       0.000       0.000    2491.903      72.420    2564.323     168.101      34.862       0.000       0.000      34.862    2491.923      83.189     257.575     322.384     271.693     107.294       0.000       0.000       0.000      35.020       0.000       0.000       0.000       0.000       0.000    2491.923       0.000       0.000      72.420       0.000       0.000       0.000       0.000       0.000     342.830       1.535     467.337       0.000       0.000       0.000       0.000
