Año;Día;Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Set;Oct;Nov;Dic
1988;27;2;8.5;0.3;0;0.5;0;0;0;0;0;0.6;1.9
1988;28;0.9;1;0.2;0;0;0;0;0;0;0;2.2;6.3
1988;29;0.9;2.7;0.2;0;1.4;0;0;0;0;0;0;5.4
1988;30;0.1;;0;0;0;1.5;0;0;0;0.1;0;5.2
1988;31;0.6;;0;;0.2;;0;0;;3.8;;0
1989;1;14.9;7;0;14.8;0.3;0.6;0;0;0;0;0;0
1989;2;8.8;24.2;4.4;21.6;1.1;0.2;0;0;0;0;0.2;0
1989;3;7.6;43.9;14.7;13.4;0;0;0;0;0;0;0;0
1989;4;4.1;5.2;46.3;1.6;0;0;0;0;0;0.4;0;0
1989;5;25.2;8.7;84.1;2.5;0.7;0;0;0;5.2;0;0;0
1989;6;18.4;0.2;76.5;2.6;11.3;0.2;0;0;6.3;0;0;0
1989;7;11;0.4;6.8;1.4;0;0;0;0;0;0;0;0
1989;8;10.3;1.5;3.2;1;0.4;0;0;0;0;0.3;0;0
1989;9;0;9.8;1.4;0.3;1.1;0;0;0;0;1.1;0;0
1989;10;0;13.7;3.8;3;0;0;0;0;0;4.8;0;0
1989;11;0.2;3.9;2.7;2.6;0;2.5;0;0;0;5.3;0;0
1989;12;1.3;2.4;21.7;0.9;0;0;0;0;0;7.6;0;0
1989;13;0.2;3.1;4.1;0;0;0;0;0;0;3.5;0;0
1989;14;1.3;1.1;16.2;1.9;0;0;0;0;0;0.2;0;0
1989;15;0.8;24;0.7;16.3;1.4;0;0;0;0;1.8;0;0
1989;16;0.9;6.2;14.4;0;0.7;0;0;0;0;1.6;0;0
1989;17;0.5;0.3;4.1;1.7;0;2.5;0;0;0;0;0.4;0.2
1989;18;0;0;12.9;6.4;0;3.2;0;0;0;0;0;0
1989;19;0.2;0;13.2;10;1;0;0;0;0;0;0;0
1989;20;0.7;0.5;5.2;0;0.1;0;0;0;0.2;0;0;0.4
1989;21;0.4;6.9;0.9;0.2;0;0;0.3;0;0;0;0;0
1989;22;0;44.4;70.1;1.9;0;0;0;0;0;4.7;0.5;0.9
1989;23;0;49.4;2.3;2.2;0;0;0;0;0;0.9;0;1.5
1989;24;1;4.8;18.2;2.2;0.2;0;0;0;0;1.8;0;6.3
1989;25;4.4;2.5;53.3;0;0;0;0;0;0;3.7;0;9.1
1989;26;8.2;2.4;11;2.3;0;0.1;0;0;0;6.1;0;0
1989;27;11.4;2.7;10.3;0.8;0;0.2;0;0;0;1.2;0;0
1989;28;11.7;0.3;16.5;5.7;0;0;0;0.1;0;0;0;0
1989;29;5.3;;2.8;0.8;0;0.9;0;0.1;0;0;0;0
1989;30;21.8;;19.7;0.1;0;0;0;0;0;0;0;0
1989;31;25.3;;21.1;;0;;0;0.4;;0;;3.4
1990;1;0.3;0.2;0.2;26.6;0.6;1.6;0;0;0;0.7;0;4.6
1990;2;0;1.6;0.7;4.4;0.3;0.5;0;0;0;9.6;0;0.6
1990;3;0;0;0;2.7;0;0;0;0;0;0;0;0.1
1990;4;0;2;0;3.6;0.2;2.1;0;0;0;0;0;0.4
1990;5;0.5;15.3;1.2;2.6;0.9;0;0;0;0;0;0.6;0
1990;6;3;1.4;0;0;0.4;0;0;0;0;2.6;0;0
1990;7;0.7;6.8;1.7;0;0;0;0;0;0;0.2;0;0
1990;8;1.1;10.6;0.2;0;0.8;0;0;0;0;0;0;0
1990;9;2;0;0;0;0;2.1;0.2;0;0;2.2;0;0
1990;10;6.3;0;0;1.2;0.8;0.9;4.1;0;0;6.9;0;0
1990;11;4.7;1.8;0.6;0;1.1;0;0;0;0.2;5.7;0;0
1990;12;2.7;12.8;3.1;2.4;0.1;0;0;0;0;24.2;0;0
1990;13;4.5;3.9;0;1.5;0.4;0;0;0;0;0;0;0
1990;14;0.8;18;0.8;3.3;0;0;0;0;0;3.3;0;0
1990;15;0;4;0;9.7;0;0;0;0;0;11.4;0;0
1990;16;0;6.8;0.5;15.6;0;0;0;0;0;0.1;0;0
1990;17;0.1;6;6.3;36.9;0;0;0;0;0;0;2;0
1990;18;0.2;0.8;1.7;0;0;0;0;0;0;0;5.1;0
1990;19;0;1.9;4.6;5.8;0;0;0;0;0;0;1.4;0
1990;20;0;4.1;9.9;3.6;0;0;0;0;0;0;0;0
1990;21;0.1;5.1;4.3;11.9;0;0;0;0;0;7.1;0;0
1990;22;0;7.3;3.2;5.3;0;0;0;0;0;0.5;0.1;4
1990;23;0;3.3;5.4;2.7;0;0;0;0;0;0.6;2.7;0.1
1990;24;0;27.4;9;4.2;0;0.8;0;0;0;11.9;1.9;7.5
1990;25;0;3.8;16.6;0;0;0.1;0;0;0;0.5;25.4;1.8
1990;26;4.9;0;19.6;0.1;0;0;0;0;0;0;34.5;3.3
1990;27;0;0.3;2.3;6.6;0;0;0;0;0;0;1.6;1.4
1990;28;0.6;0;7.9;2.6;0;0;0;0;0;0;3.1;0.8
1990;29;0.8;;0;2.8;1;0;0;0;0;0;6.1;9.9
1990;30;2.3;;3.5;2.3;0.2;0;0;2.5;0;0;5.7;12.6
1990;31;0.6;;3.8;;14;;0;1;;0;;3.5
1991;1;0;52.1;2.8;0;0;0.8;0;0;0;0;5.1;0
1991;2;0;1.3;41.5;0;0.7;0;0;0;0;0;1.7;1.8
1991;3;0.3;14;5;0.1;0.9;0;0;0;0;0.2;0.7;1
1991;4;0.2;7.4;0.8;0.4;3.7;0;0;0;0;0;2.2;1.7
1991;5;0;4.2;4.4;0.9;0.1;0;0;0;0;0;0.3;2.2
1991;6;0.4;0.3;7.5;0;0;0;0;0;0;1;0;1.1
1991;7;2.5;0;0.3;0.4;0;0;0;0;0;10.5;0;0.4
1991;8;0.5;2.4;0.1;22.3;0;0;0;0;0;0.8;0;1.6
1991;9;0.2;2.7;2.4;3.6;0;0;0;0;0;0;0;0.1
1991;10;0;0.5;3.3;2.5;0;0;0;0;0;0;0;0
1991;11;0;4.6;13.7;2.9;0.2;0;0;0;0;0;0;1.1
1991;12;0;2.4;11.3;4.1;1.3;0;0;0;0;0;0;2
1991;13;0;0;6.8;18.8;0;0;0;0;0;0;0;0
1991;14;0;0.3;11.6;0.2;0;0;0;0;0;0;0;0
1991;15;0;0;1.2;0;0;0;0;0;0;0;0;0
